user_id,recs
2252,"[883003, 838867, 1109778, 920191, 15926844, 1006184, 1055646, 878996, 5592533, 1076516, 7410289, 1029743, 10457044, 6464086, 923746, 842930, 1139036, 1042438, 13512989, 973861, 1004906, 1139066, 6979535, 1094308, 13909964, 12301100, 1109981, 1103808, 995242, 961554, 854405, 870315, 838571, 951190, 16122762, 9297031, 1104343, 6534178, 930917, 8358895, 874255, 839766, 15801279, 847982, 5581335, 949431, 984575, 905539, 1062966, 1123496]"
2255,"[1029743, 960791, 5568732, 1085095, 1068561, 837304, 933067, 824678, 1062863, 965766, 969205, 16767857, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928]"
2256,"[1321124, 1385639, 1432620, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476]"
2257,"[1106523, 1104349, 925862, 1116376, 945914, 867650, 1052603, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177]"
2259,"[13512542, 12731808, 1124729, 1055863, 1051069, 1007195, 1026118, 12132164, 1007191, 961313, 923746, 907014, 13115894, 850925, 893651, 846823, 1071733, 1033615, 982493, 5995439, 996156, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996]"
2260,"[949965, 12132312, 1011459, 6534178, 1038560, 882830, 974108, 1051211, 820011, 1024319, 850044, 1003770, 13842214, 993638, 859592, 855716, 13841744, 1014915, 951197, 995876, 911812, 1077490, 998621, 981760, 885023, 975644, 999318, 1069268, 10285149, 10285187, 935200, 881917, 15452396, 988716, 15926886, 1029743, 940766, 5568758, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843]"
2261,"[12810393, 933208, 975085, 863447, 940996, 905953, 1037840, 9655493, 883186, 1059902, 882489, 922719, 944534, 833940, 1019078, 5995626, 7433930, 1008622, 1082185, 966546, 13115501, 1122358, 13877192, 1071440, 1025581, 15778553, 6039859, 1008041, 5573812, 9881834, 1107289, 15562997, 13134001, 12695850, 910291, 1038684, 1022011, 901397, 7025203, 1023466, 1017201, 1116005, 1125199, 908504, 12456589, 844179, 6534178, 926905, 983584, 883404]"
2262,"[1029968, 1019247, 15596708, 1060269, 893018, 846823, 848561, 912146, 914957, 15511891, 849843, 1093403, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928]"
2263,"[1087832, 1020784, 830887, 1135258, 13381631, 1044078, 1061417, 820165, 986947, 1098248, 1082185, 1041259, 979707, 913598, 1128812, 948384, 1014948, 1059473, 1037863, 901062, 1020682, 6602697, 1009187, 866755, 962185, 986912, 15716406, 1070304, 1078652, 15717269, 927191, 1123792, 975644, 1112333, 976199, 967762, 876932, 834488, 822339, 1093403, 976998, 937571, 907652, 994928, 849843, 912553, 1071939, 1123014, 938700, 915041]"
2264,"[9707528, 1079987, 1022254, 1005186, 869177, 1016314, 833940, 12731436, 9835223, 963868, 9487463, 916122, 7467081, 1024440, 1032967, 10457044, 12263153, 12263467, 9521679, 1014054, 8157147, 922460, 1061529, 900104, 17248839, 9835899, 999250, 937790, 6961390, 883616, 992730, 823365, 5587656, 5981267, 13159156, 942792, 12523992, 888178, 12523993, 5568789, 6904666, 1013192, 7442180, 9297562, 944137, 6772634, 861792, 979707, 995785, 1082185]"
2266,"[885476, 13906641, 10204738, 1053039, 840495, 15596517, 10306692, 913116, 985654, 1048439, 924531, 1111821, 13417536, 13416467, 1050274, 929012, 834484, 903325, 5568228, 1028816, 1082185, 961554, 836647, 1040829, 845715, 922444, 1056982, 824005, 843670, 844179, 1011241, 1056573, 979987, 1112748, 910964, 923789, 1053875, 1075313, 6039654, 1008547, 941052, 867062, 849315, 951703, 821788, 1015177, 956028, 840361, 853172, 1024329]"
2267,"[1005186, 901397, 913210, 16734419, 6514160, 16734005, 1013167, 12604913, 968687, 992730, 1006878, 13512739, 831697, 15596077, 14050731, 850044, 894406, 15716073, 1068715, 17104566, 914957, 849843, 989935, 12385554, 12263234, 13910627, 15452231, 15452354, 1126899, 1105917, 1024139, 15717046, 7166839, 992786, 1112087, 1077410, 1068957, 1071277, 1105623, 1071759, 819330, 825748, 840361, 860975, 882288, 909894, 953320, 1039589, 1004747, 870735]"
2268,"[9829661, 849202, 1065593, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476]"
2269,"[844165, 1132280, 899624, 935578, 1067606, 914190, 1055646, 1016276, 5569374, 834484, 12301839, 999270, 13671962, 13671759, 1080414, 823704, 923746, 12188583, 826249, 1046584, 1096810, 971325, 5569230, 844179, 5568729, 937928, 1012941, 1041796, 1055155, 878996, 859075, 989045, 965766, 951590, 6034857, 1051402, 1087353, 1036501, 1077267, 5568378, 919427, 15926844, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230]"
2270,"[844982, 993638, 13776776, 1082185, 976511, 835004, 915087, 871876, 6534077, 1129610, 902181, 14077333, 826952, 969836, 6034648, 1135476, 922561, 10150194, 1013328, 1077143, 964968, 962229, 969866, 6424447, 17178644, 844165, 911693, 985911, 1003188, 1019744, 1139336, 861819, 985119, 937845, 9837394, 1043973, 9419648, 866140, 1046465, 868727, 1057762, 996123, 1087231, 981760, 1097815, 1024731, 951590, 1033615, 13417590, 13210025]"
2272,"[970792, 13910547, 5585510, 883932, 9297223, 9677236, 5573394, 6391213, 923746, 6773016, 1045586, 840227, 920191, 912004, 10344585, 1134379, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857]"
2273,"[825170, 874618, 13131271, 895540, 16769526, 998373, 9859112, 9526286, 995242, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719]"
2274,"[9926758, 1125278, 880635, 944402, 6534178, 1009449, 1013928, 862538, 12810389, 947858, 9245106, 12810391, 958154, 1015548, 1131321, 12810464, 5590976, 1019941, 5566423, 847994, 10198378, 885862, 9419619, 910184, 834040, 1052481, 1028816, 835300, 1079110, 9244972, 1069003, 1071218, 8205218, 1136951, 13381928, 1049701, 919534, 1098248, 904422, 845208, 9419192, 9367902, 834484, 962568, 831712, 913210, 8090521, 8090537, 13380681, 13382252]"
2275,"[1137694, 1134483, 12524009, 10284979, 922907, 1048159, 13877096, 1077703, 861272, 894511, 883404, 1051637, 1092026, 5569327, 15926962, 1126085, 1139142, 1102959, 990469, 15452546, 822785, 15452812, 858302, 1004703, 1014206, 821344, 913785, 976047, 982833, 1068708, 1054688, 1053690, 1100691, 1039505, 1124207, 951102, 932298, 995242, 1000806, 839094, 1040579, 819927, 13910823, 916122, 9245106, 1047249, 5571310, 884945, 870515, 1082185]"
2276,"[17240213, 909497, 939965, 9859193, 1048299, 843111, 937995, 12263492, 1059347, 976597, 15452865, 15596097, 15452821, 15716095, 15716174, 9487202, 13115754, 898510, 864042, 847207, 847753, 15716038, 7410249, 1026984, 17179424, 1026334, 1079976, 1035136, 13986378, 930917, 1055790, 872826, 976998, 10355937, 953339, 909894, 1065593, 9487927, 932298, 916190, 882796, 1133018, 857276, 958371, 1070276, 1082185, 6534178, 1029743, 995242, 1106523]"
2277,"[12946257, 900802, 1064755, 1050534, 874058, 898980, 883404, 995242, 819304, 1053690, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471]"
2278,"[9705367, 5568702, 969494, 922037, 832678, 852846, 1098844, 863802, 894499, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719]"
2279,"[5569230, 8249434, 1078440, 8202942, 954790, 13115785, 7410319, 7410220, 15926712, 6391451, 920850, 825450, 8090537, 13986239, 958137, 1023160, 8203451, 972185, 1139415, 1121360, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165]"
2280,"[12262978, 13910169, 892433, 9485758, 1070702, 874972, 16809589, 986020, 903325, 1082185, 834484, 961554, 9297403, 828520, 1066882, 928555, 1094811, 1097875, 1039156, 889965, 986121, 9802666, 859335, 15596959, 15596960, 870327, 853756, 875286, 1112212, 933835, 1132280, 15972026, 1101010, 1040807, 1105661, 8118508, 5568447, 12263622, 9677366, 862349, 1041928, 1082990, 1093603, 10149640, 883404, 1065669, 994928, 872154, 889774, 1069522]"
2281,"[5571081, 1126177, 8181225, 12781925, 973916, 828822, 8358024, 12949949, 5978656, 1105282, 13008412, 998352, 951412, 1119075, 922460, 858824, 1004342, 963238, 1005699, 979707, 13944725, 13189991, 14077736, 996567, 1080853, 10356540, 830503, 977900, 6513604, 6514160, 944425, 13008378, 1013167, 1046262, 8293706, 1112761, 13986664, 12949455, 6602697, 1083012, 15597011, 857503, 13073175, 15860306, 5569230, 960732, 913210, 828935, 907014, 834117]"
2282,"[1041259, 1082185, 995785, 847270, 895268, 908846, 1110409, 1028816, 989931, 932179, 1076881, 903325, 965280, 929121, 1137822, 862930, 869676, 1119563, 1070820, 10457590, 963517, 891279, 1002934, 984157, 957013, 6463538, 833724, 932931, 870871, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707]"
2283,"[6534178, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690, 820165]"
2284,"[15973154, 5569471, 17249351, 924611, 1013781, 6514160, 997796, 823704, 13095243, 15554948, 1029894, 1110764, 1079541, 1065879, 886395, 1086115, 15452744, 1044259, 1026984, 921140, 13512678, 13513132, 1018600, 906159, 839586, 15556758, 17958028, 1110263, 904422, 890040, 17903172, 17926817, 1120955, 896126, 1094000, 1070820, 1087081, 1051468, 827919, 12171206, 12525149, 829278, 1088705, 13877306, 6534573, 5569374, 6534482, 6533368, 821209, 867188]"
2285,"[12731616, 1114050, 997200, 1010424, 926157, 972894, 991580, 1036262, 1075074, 1000205, 1059891, 899446, 908346, 962199, 1128422, 12729288, 10356410, 15716442, 857503, 824005, 15596015, 1000237, 15596998, 6534178, 9707137, 1087287, 821556, 13115626, 967569, 8118591, 1134633, 15593700, 1119692, 1020962, 855192, 5567365, 7167960, 991874, 16223193, 913046, 8090513, 6534030, 9297570, 10456186, 10457124, 1025641, 1124352, 960075, 1078666, 1040505]"
2286,"[901827, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690, 820165]"
2287,"[892768, 831712, 829323, 1055504, 1029743, 957736, 1081189, 1082185, 893867, 855488, 1066731, 960613, 934369, 852863, 901062, 6463583, 971922, 9655212, 1139216, 889989, 5569471, 956599, 12810393, 5569230, 1077490, 847149, 5568378, 16769934, 1088414, 1054539, 16770156, 914346, 15927215, 938566, 1027168, 846764, 1116096, 855356, 1137885, 990797, 940108, 15452576, 858322, 881917, 1082772, 1039831, 5567449, 8019977, 7138817, 9333734]"
2288,"[901066, 1056973, 825365, 851508, 15973171, 940766, 824813, 5568228, 15926886, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719]"
2289,"[984680, 834117, 1066725, 971807, 952055, 17328748, 936355, 921836, 1130858, 1029743, 12781975, 7410361, 1003305, 972665, 1013703, 924967, 916588, 834484, 5978656, 8160319, 1080414, 1027610, 9802643, 1115130, 1051069, 1107144, 5578856, 12132513, 967729, 847270, 914318, 967994, 935646, 896862, 9833904, 9836519, 850159, 974108, 1048046, 14077333, 871756, 924978, 950894, 883404, 10285017, 15972298, 986947, 933835, 849018, 873203]"
2290,"[931532, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690, 820165]"
2291,"[1121045, 949742, 986912, 929248, 953134, 981944, 6979427, 1032950, 1130763, 12523928, 1027610, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531]"
2292,"[6534178, 860776, 961554, 965842, 1039156, 10149597, 871652, 969071, 1076374, 968668, 858553, 916767, 10254377, 1017061, 1027874, 10254581, 1043534, 955043, 981900, 880895, 852182, 840361, 15926844, 1007191, 883404, 826249, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484]"
2294,"[15971908, 15972071, 12188276, 10122043, 12604735, 12604556, 16769972, 1062966, 1082185, 9244972, 1106301, 959401, 1008400, 1036693, 16829664, 8159997, 1096618, 12456960, 16733461, 843210, 951526, 14043817, 845537, 914513, 1053763, 14050460, 904023, 14043823, 9859112, 927360, 1051686, 15717220, 842762, 7410361, 1009437, 995242, 9836282, 1008032, 961747, 935993, 923746, 1118533, 5978656, 927191, 950439, 977545, 861511, 883004, 981240, 1096343]"
2295,"[6534178, 6772834, 15716364, 15716606, 7144136, 1087547, 7142937, 1106523, 5566963, 1076374, 968668, 1058231, 973522, 947865, 849886, 882441, 962118, 876660, 837963, 949132, 846561, 9420312, 837073, 1026346, 935284, 879152, 858418, 1130814, 1038663, 969941, 1036249, 931996, 5586268, 1031833, 15596626, 870497, 1000792, 927191, 1056509, 932182, 1125077, 838882, 1046865, 975229, 1041259, 874058, 999134, 1044971, 1031584, 978306]"
2296,"[948670, 1040222, 926884, 9676839, 1071513, 953880, 1041925, 1067614, 897627, 910032, 951561, 9245108, 853124, 836090, 13986236, 13986397, 909086, 919153, 1024629, 1094371, 913210, 969725, 1012587, 828106, 1070702, 12810391, 845774, 1104205, 8292754, 919423, 1043494, 15452873, 1068719, 6553398, 1049788, 1029685, 7139529, 1043971, 940501, 7410168, 982755, 1125155, 1082185, 1103147, 882604, 1128016, 1042438, 1134810, 944139, 944317]"
2297,"[1094719, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690, 820165]"
2298,"[927508, 6602729, 1137284, 945662, 1092937, 1051323, 891171, 844179, 999779, 5582175, 858373, 940947, 1112493, 5978656, 6633273, 831628, 911974, 1082185, 1068292, 917384, 1037863, 1127500, 826666, 1002739, 988572, 15452032, 1044759, 8118998, 998912, 1034462, 8090541, 850204, 961269, 1037096, 1065556, 960613, 1110743, 1101175, 1093730, 837005, 10150194, 935646, 827180, 988233, 1062863, 883932, 1092835, 1121603, 1106894, 858424]"
2299,"[862582, 887526, 834491, 1091858, 12384157, 1124674, 861272, 907014, 942278, 7168759, 1081189, 953476, 870780, 1107089, 1114597, 15971991, 958695, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378]"
2300,"[1099510, 6424278, 973916, 874972, 961554, 1098285, 1055646, 10344585, 819308, 1082185, 916847, 8273833, 8276172, 13910024, 1132538, 975957, 12810422, 1071939, 1013321, 826249, 994928, 10204277, 912810, 929668, 884685, 1076666, 9527323, 1029743, 9705473, 15741016, 842769, 15511584, 883665, 1092730, 12524190, 954816, 930666, 844179, 1060673, 960421, 903325, 1011241, 12524512, 12524067, 922907, 16809475, 894447, 848765, 907631, 952972]"
2301,"[13158064, 12810466, 1091956, 1037262, 6442920, 890511, 951164, 1029743, 956550, 1053985, 933060, 972931, 1138292, 5573375, 932340, 1057749, 6979803, 1084331, 856772, 947059, 882434, 1008673, 840601, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624]"
2302,"[17105930, 12301554, 1009837, 862335, 911017, 13072877, 833193, 8358409, 834484, 847982, 823704, 9836903, 1093329, 830245, 995785, 1029743, 902202, 954110, 1100972, 1014948, 9526430, 994685, 862671, 1086641, 883404, 981240, 1063700, 849843, 15687115, 979707, 845208, 1004906, 962568, 1136732, 913671, 1107839, 1018077, 914826, 5568720, 1038217, 912553, 855468, 1007642, 1125197, 1126746, 1131974, 928754, 998536, 1068258, 1082947]"
2303,"[7160185, 1070820, 959455, 12188587, 15452729, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208]"
2305,"[901062, 9213933, 1060353, 999858, 9835509, 13115589, 857117, 9879481, 828153, 1069039, 1096261, 5978656, 1024032, 15831255, 983584, 1070272, 9677366, 1053282, 1135552, 14025442, 6979548, 12731436, 931860, 847982, 857503, 908928, 908531, 1004001, 1029743, 1033369, 890610, 824305, 1005274, 999104, 878996, 5586942, 5585635, 5585727, 5585735, 5584007, 5584620, 5588666, 5590287, 1099316, 1092295, 1130850, 985493, 836171, 929668, 1068978]"
2307,"[916758, 938512, 941797, 7168739, 1049788, 870720, 8293055, 986912, 15717106, 1070845, 12263024, 1027168, 860776, 834117, 973890, 15595982, 7441210, 906844, 16809666, 1104146, 822677, 916767, 991379, 953134, 5592261, 883003, 1036054, 858164, 1068642, 908015, 949877, 909972, 1126899, 9487606, 1082185, 998119, 13133916, 1030981, 1041796, 1103377, 936685, 872177, 867650, 1076154, 17179856, 831371, 854852, 1004747, 1138443, 956840]"
2308,"[1098844, 981760, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690]"
2309,"[1051071, 15740858, 12301784, 12302114, 8160193, 1003188, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349]"
2310,"[961980, 1076226, 865456, 969568, 1035321, 982283, 1077975, 1081189, 923705, 1069175, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471]"
2312,"[10254301, 897589, 893042, 5571878, 1110843, 944323, 916122, 5563693, 1055950, 13007727, 859110, 938920, 1045228, 946995, 1067052, 1022254, 1067489, 9926758, 916561, 903325, 8090440, 1000493, 16058773, 962160, 854852, 943126, 838971, 13417139, 927648, 9655078, 1003503, 990897, 13134133, 913459, 973868, 925862, 13877109, 885467, 909817, 858824, 1092303, 15801216, 10200355, 17320504, 13071901, 13072715, 12984576, 867469, 8090541, 1041259]"
2313,"[6534178, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690, 820165]"
2314,"[9195133, 986947, 1041259, 890909, 9677939, 8249443, 996028, 12811532, 10143784, 13447935, 908846, 995785, 1126899, 898829, 991230, 1070845, 840361, 1088580, 1131488, 910255, 9242345, 1082185, 1075074, 5569379, 832001, 9270575, 848319, 1057260, 913201, 1070428, 906183, 962568, 1112824, 908346, 1093359, 997506, 972569, 1059891, 872729, 1081853, 896672, 874814, 970119, 1048257, 1040371, 8119096, 1107895, 871756, 1138443, 1100705]"
2317,"[944836, 15566731, 1131321, 10149640, 1040807, 971922, 7410201, 1032856, 903800, 1138854, 981086, 9677102, 6552318, 1091520, 880150, 6534178, 5592495, 1090587, 5567955, 1081177, 878996, 935463, 1091252, 819978, 5978656, 15741433, 1084332, 1086727, 15716428, 822115, 1017887, 834117, 1122358, 13877192, 822226, 878285, 1092303, 1012627, 1043971, 854852, 916122, 1103691, 1121321, 5978648, 1127831, 1055425, 860975, 13417048, 1018007, 868683]"
2319,"[13007355, 9837654, 920002, 1103752, 1117393, 1029743, 17106039, 17104363, 934172, 961403, 976068, 9836460, 13039376, 1035573, 5582190, 17249835, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857]"
2321,"[12781558, 858373, 880888, 984575, 1106523, 9858740, 8119152, 962568, 851291, 1028747, 986760, 844424, 946055, 12781777, 844165, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249]"
2322,"[12351930, 1069312, 1081177, 874112, 912657, 15741341, 17283099, 17214320, 6034780, 8118510, 14077524, 971441, 878996, 909714, 914012, 15921012, 894186, 963868, 12781606, 1032482, 15715905, 976293, 1115098, 878857, 6514042, 5578547, 17214322, 1117393, 15596419, 1130319, 13115442, 13910169, 828765, 916122, 9297403, 1044259, 883871, 15972074, 9677366, 855672, 962568, 983096, 13040026, 1045024, 1022936, 920638, 1130179, 869037, 6533592, 1026670]"
2323,"[6534178, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690, 820165]"
2324,"[5978656, 1029743, 1104343, 825541, 1070538, 1065380, 908064, 925111, 10143784, 909714, 961554, 870390, 9655212, 1005699, 7441498, 977344, 1044724, 1092898, 1127639, 895268, 7442056, 886703, 942817, 907392, 1136353, 960528, 909396, 826249, 6391148, 819227, 930504, 1057260, 9297575, 865907, 1082185, 898378, 1049906, 934369, 12269175, 5575313, 9527089, 12611709, 1077929, 918372, 1136524, 6443300, 938118, 97206, 8354690, 5995569]"
